customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalChargesPerTenure,TenureGroup,MonthlyChargePerTenure,ChurnNumeric,ServiceCount,MonthlyChargePerService,TotalServiceCount,MonthlyChargePerTotalService,ServiceDensity,TotalChargesPerService
4828-FAZPK,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.95,1267.95,No,79.246875,1-2 Years,4.996875,0,4,19.9875,5,15.99,0.3125,253.59
6094-ZIVKX,Female,0,No,No,68,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),54.45,3674.95,No,54.04338235294117,5-6 Years,0.8007352941176471,0,4,13.6125,5,10.89,0.0735294117647058,734.99
6925-BAYGL,Female,1,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1275.6,No,24.067924528301884,4-5 Years,0.4735849056603773,0,2,12.55,2,12.55,0.0377358490566037,637.8
3262-EIDHV,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.7,5893.9,No,81.85972222222222,5-6 Years,1.176388888888889,0,8,10.5875,9,9.411111111111111,0.125,654.8777777777777
7354-OIJLX,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,No,80.51666666666667,0-1 Year,8.427777777777777,0,3,25.28333333333333,4,18.9625,0.4444444444444444,181.1625
1376-HHBDV,Female,0,No,No,30,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,1536.75,No,51.225,2-4 Years,1.6266666666666665,0,3,16.266666666666666,4,12.2,0.1333333333333333,384.1875
6907-NZZIJ,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6,Yes,100.43333333333334,2-4 Years,2.754166666666667,1,6,16.525000000000002,7,14.164285714285716,0.1944444444444444,516.5142857142857
6133-OZILE,Female,0,No,No,18,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.2,607.3,No,33.73888888888889,1-2 Years,1.955555555555556,0,3,11.733333333333334,4,8.8,0.2222222222222222,151.825
4135-FRWKJ,Female,1,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,76.25,4154.55,No,75.53727272727274,4-5 Years,1.3863636363636365,0,7,10.892857142857142,8,9.53125,0.1454545454545454,519.31875
2911-UREFD,Female,0,Yes,No,39,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.9,2184.35,Yes,56.008974358974356,2-4 Years,1.4333333333333331,1,5,11.18,6,9.316666666666666,0.1538461538461538,364.05833333333334
3744-ZRRDZ,Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.35,1852.85,Yes,88.23095238095237,1-2 Years,3.9214285714285713,1,4,20.5875,5,16.47,0.238095238095238,370.57
5673-TIYIB,Male,0,No,No,2,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15,Yes,38.575,0-1 Year,20.2,1,4,10.1,5,8.08,2.5,15.430000000000001
6551-ZCOTS,Male,1,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.9,847.8,No,25.690909090909088,2-4 Years,0.7545454545454545,0,2,12.45,2,12.45,0.0606060606060606,423.9
7191-ADRGF,Male,0,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,No,54.32840909090908,2-4 Years,1.2340909090909091,0,5,10.86,6,9.05,0.1363636363636363,398.4083333333333
5018-LXQQG,Female,0,Yes,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,1923.5,No,64.11666666666666,2-4 Years,2.21,0,5,13.26,6,11.05,0.2,320.5833333333333
6892-BOGQE,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.9,1493.2,No,21.03098591549296,5-6 Years,0.2943661971830986,0,1,20.9,1,20.9,0.0140845070422535,1493.2
1602-IJQQE,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,338.1,Yes,84.525,0-1 Year,18.8375,1,3,25.116666666666664,4,18.8375,1.0,84.525
4628-WQCQQ,Male,0,No,Yes,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.15,3030.6,Yes,86.58857142857143,2-4 Years,2.432857142857143,1,4,21.2875,5,17.03,0.1428571428571428,606.12
1746-TGTWV,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35,75.35,No,75.35,0-1 Year,75.35,0,3,25.116666666666664,4,18.8375,4.0,18.8375
5995-SNNEW,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,2184.85,No,94.99347826086957,1-2 Years,4.541304347826087,0,7,14.921428571428573,8,13.05625,0.3478260869565217,273.10625
8050-WYBND,Female,0,No,Yes,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.45,1031.4,No,46.88181818181818,1-2 Years,2.247727272727273,0,4,12.3625,5,9.89,0.2272727272727272,206.28000000000003
2821-WARNZ,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.45,921.3,No,18.802040816326528,4-5 Years,0.396938775510204,0,1,19.45,1,19.45,0.0204081632653061,921.3
4879-GZLFH,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.15,3875.4,No,92.27142857142857,2-4 Years,2.1940476190476192,0,5,18.43,6,15.358333333333334,0.1428571428571428,645.9
1644-IRKSF,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,Yes,94.68181818181819,2-4 Years,2.8424242424242423,1,5,18.76,6,15.633333333333333,0.1818181818181818,520.75
8314-HTWVE,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,144.15,No,20.592857142857145,0-1 Year,2.835714285714286,0,1,19.85,1,19.85,0.1428571428571428,144.15
9402-ROUMJ,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,6689.0,No,99.83582089552239,5-6 Years,1.4962686567164178,0,7,14.321428571428571,8,12.53125,0.1194029850746268,836.125
2507-QZPQS,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.7,1451.1,No,96.74,1-2 Years,6.38,0,6,15.95,7,13.671428571428573,0.4666666666666667,207.29999999999998
7159-NOKYQ,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,No,95.04776119402985,5-6 Years,1.3902985074626866,0,6,15.525,7,13.30714285714286,0.1044776119402985,909.7428571428571
5707-ZMDJP,Male,0,Yes,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,3729.6,No,70.36981132075472,4-5 Years,1.3150943396226416,0,6,11.616666666666667,7,9.957142857142856,0.1320754716981132,532.8
8779-YIQQA,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,350.1,No,16.67142857142857,1-2 Years,0.9428571428571428,0,1,19.8,1,19.8,0.0476190476190476,350.1
7136-IHZJA,Female,0,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,2847.2,No,71.17999999999999,2-4 Years,1.78375,0,6,11.891666666666666,7,10.19285714285714,0.175,406.74285714285713
8966-OIQHG,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.75,452.35,No,20.561363636363637,1-2 Years,0.9431818181818182,0,1,20.75,1,20.75,0.0454545454545454,452.35
7074-STDCN,Male,0,No,No,39,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.6,1494.5,No,38.32051282051282,2-4 Years,1.041025641025641,0,3,13.533333333333331,4,10.15,0.1025641025641025,373.625
3705-PSNGL,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,Yes,20.67666666666667,2-4 Years,0.4533333333333333,1,1,20.4,1,20.4,0.0222222222222222,930.45
8739-QOTTN,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,41.85,No,20.925,0-1 Year,10.175,0,1,20.35,1,20.35,0.5,41.85
1399-OUPJN,Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1272.05,No,22.316666666666666,4-5 Years,0.3464912280701754,0,1,19.75,1,19.75,0.0175438596491228,1272.05
0277-BKSQP,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,No,59.3875,0-1 Year,6.8,0,3,18.133333333333333,4,13.6,0.5,118.775
6502-HCJTI,Male,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,Yes,96.15714285714286,0-1 Year,13.528571428571428,1,6,15.783333333333331,7,13.528571428571428,1.0,96.15714285714286
2606-RMDHZ,Male,0,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,Yes,34.78333333333333,0-1 Year,5.083333333333333,1,2,15.25,3,10.166666666666666,0.5,69.56666666666666
5774-XZTQC,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,150.75,No,21.535714285714285,0-1 Year,2.921428571428572,0,1,20.45,1,20.45,0.1428571428571428,150.75
2676-SSLTO,Male,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,No,65.28571428571429,4-5 Years,1.35,0,5,13.23,6,11.025,0.1224489795918367,533.1666666666666
6266-QHOJZ,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.85,5844.65,No,89.9176923076923,5-6 Years,1.3823076923076922,0,6,14.975,7,12.835714285714284,0.1076923076923077,834.9499999999999
7269-JISCY,Female,0,No,No,55,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,2462.6,No,44.77454545454545,4-5 Years,0.8190909090909091,0,2,22.525,3,15.016666666666666,0.0545454545454545,820.8666666666667
0363-SVHYR,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6263.8,No,88.22253521126761,5-6 Years,1.223239436619718,0,9,9.65,10,8.684999999999999,0.1408450704225352,626.38
8547-NSBBO,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.75,3403.4,No,97.24000000000001,2-4 Years,2.7642857142857142,0,7,13.821428571428571,8,12.09375,0.2285714285714285,425.425
8258-GSTJK,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,Yes,79.25,0-1 Year,25.666666666666668,1,3,25.666666666666668,4,19.25,1.3333333333333333,59.4375
6861-OKBCE,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.1,221.35,Yes,20.12272727272727,0-1 Year,1.827272727272728,1,1,20.1,1,20.1,0.0909090909090909,221.35
9940-RHLFB,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,Yes,75.3,0-1 Year,75.3,1,3,25.1,4,18.825,4.0,18.825
6591-QGOYB,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1672.1,No,98.35882352941177,1-2 Years,6.273529411764706,0,8,13.33125,9,11.85,0.5294117647058824,185.7888888888889
9070-BCKQP,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,No,109.46111111111111,5-6 Years,1.5298611111111111,0,8,13.76875,9,12.238888888888887,0.125,875.6888888888889
6421-SZVEM,Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,No,82.88571428571429,2-4 Years,2.958928571428572,0,4,20.7125,5,16.57,0.1785714285714285,464.16
1328-EUZHC,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,370.5,No,20.583333333333332,1-2 Years,1.1166666666666667,0,1,20.1,1,20.1,0.0555555555555555,370.5
2995-UPRYS,Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,Yes,101.55499999999999,2-4 Years,2.48,1,6,16.533333333333335,7,14.171428571428573,0.175,580.3142857142857
8878-RYUKI,Female,0,No,No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7,No,58.5326923076923,4-5 Years,1.143269230769231,0,4,14.8625,5,11.89,0.0961538461538461,608.74
9633-DENPU,Female,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2723.4,No,57.94468085106383,2-4 Years,1.246808510638298,0,4,14.65,5,11.72,0.1063829787234042,544.6800000000001
7811-JIVPF,Female,0,No,No,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,1081.25,No,47.01086956521739,1-2 Years,2.1608695652173915,0,3,16.566666666666666,4,12.425,0.1739130434782608,270.3125
7113-HIPFI,Male,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,No,62.07651515151515,5-6 Years,0.9977272727272728,0,6,10.975,7,9.407142857142857,0.106060606060606,585.2928571428572
8541-QVFKM,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,No,79.025,0-1 Year,9.1875,0,3,24.5,4,18.375,0.5,158.05
6686-YPGHK,Male,1,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,Yes,86.00638297872341,2-4 Years,1.819148936170213,1,4,21.375,5,17.1,0.1063829787234042,808.46
1383-EZRWL,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,164.85,Yes,23.55,0-1 Year,2.8642857142857143,1,1,20.05,1,20.05,0.1428571428571428,164.85
9258-CNWAC,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,No,115.02535211267606,5-6 Years,1.6007042253521129,0,9,12.627777777777778,10,11.365,0.1408450704225352,816.6800000000001
5371-VYLSX,Female,1,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,4113.7,No,82.274,4-5 Years,1.668,0,5,16.68,6,13.9,0.12,685.6166666666667
6374-AFWOX,Male,0,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,No,66.24239130434783,2-4 Years,1.4271739130434784,0,6,10.941666666666668,7,9.37857142857143,0.1521739130434782,435.3071428571429
4759-TRPLW,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,Yes,70.4,0-1 Year,70.4,1,2,35.2,3,23.46666666666667,3.0,23.46666666666667
5317-FLPJF,Female,0,No,No,66,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,No,63.53636363636363,5-6 Years,0.9295454545454546,0,6,10.225,7,8.764285714285714,0.106060606060606,599.0571428571428
7621-VPNET,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,3729.75,No,88.80357142857143,2-4 Years,2.0452380952380955,0,5,17.18,6,14.316666666666668,0.1428571428571428,621.625
6034-YMTOB,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,No,79.89,0-1 Year,15.13,0,3,25.21666666666667,4,18.9125,0.8,99.8625
8563-IIOXK,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,331.3,Yes,47.32857142857143,0-1 Year,7.107142857142857,1,3,16.583333333333332,4,12.4375,0.5714285714285714,82.825
4903-CNOZC,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,1964.6,No,67.7448275862069,2-4 Years,2.444827586206897,0,6,11.816666666666668,7,10.12857142857143,0.2413793103448276,280.65714285714284
4353-HYOJD,Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,1336.15,No,49.48703703703704,2-4 Years,1.8462962962962963,0,3,16.616666666666667,4,12.4625,0.1481481481481481,334.0375
8020-BWHYL,Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,Yes,76.49666666666667,1-2 Years,5.02,1,3,25.1,4,18.825,0.2666666666666666,286.8625
7267-FRMJW,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,486.05,No,19.442,2-4 Years,0.804,0,1,20.1,1,20.1,0.04,486.05
2982-VPSGI,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,Yes,98.08181818181819,0-1 Year,8.545454545454545,1,5,18.8,6,15.666666666666666,0.5454545454545454,179.8166666666667
4188-FRABG,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5925.75,No,103.96052631578948,4-5 Years,1.8078947368421048,0,8,12.88125,9,11.45,0.1578947368421052,658.4166666666666
8199-ZLLSA,Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,Yes,116.47985074626865,5-6 Years,1.766417910447761,1,9,13.15,10,11.835,0.1492537313432835,780.415
4128-ETESU,Female,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,No,101.00425531914894,2-4 Years,2.121276595744681,0,6,16.616666666666667,7,14.242857142857144,0.1489361702127659,678.1714285714286
0620-DLSLK,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,No,79.14615384615385,1-2 Years,6.300000000000001,0,3,27.3,4,20.475,0.3076923076923077,257.225
4625-EWPTF,Male,0,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,Yes,28.30625,0-1 Year,3.80625,1,2,15.225,3,10.15,0.375,75.48333333333333
5980-NOPLP,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,Yes,99.18409090909091,2-4 Years,2.184090909090909,1,5,19.22,6,16.016666666666666,0.1363636363636363,727.35
3850-OKINF,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,No,66.09225352112676,5-6 Years,0.9323943661971832,0,5,13.24,6,11.033333333333331,0.0845070422535211,782.0916666666667
6892-XPFPU,Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,Yes,101.41250000000001,1-2 Years,4.34375,1,7,14.892857142857142,8,13.03125,0.3333333333333333,304.2375
8010-EZLOU,Male,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,Yes,81.15,1-2 Years,5.346666666666667,1,4,20.05,5,16.04,0.3333333333333333,243.45
1156-ZFYDO,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,No,19.75,0-1 Year,19.75,0,1,19.75,1,19.75,1.0,19.75
3295-YVUSR,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,154.3,No,77.15,0-1 Year,36.3,0,3,24.2,4,18.15,2.0,38.575
8016-NCFVO,Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,No,116.04636363636364,4-5 Years,2.118181818181818,0,9,12.944444444444445,10,11.65,0.1818181818181818,638.255
4119-ZYPZY,Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,No,107.36901408450704,5-6 Years,1.504225352112676,0,7,15.257142857142856,8,13.35,0.1126760563380281,952.9
5549-ZGHFB,Male,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,1261.45,No,25.229,4-5 Years,0.499,0,2,12.475,2,12.475,0.04,630.725
7577-SWIFR,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,No,89.25,0-1 Year,89.25,0,4,22.3125,5,17.85,5.0,17.85
0303-WMMRN,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,No,17.21,0-1 Year,3.85,0,1,19.25,1,19.25,0.2,86.05
6408-OTUBZ,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,6779.05,No,102.7128787878788,5-6 Years,1.584090909090909,0,8,13.06875,9,11.616666666666667,0.1363636363636363,753.2277777777778
5204-HMGYF,Female,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345.0,No,88.6734693877551,4-5 Years,1.779591836734694,0,8,10.9,9,9.68888888888889,0.1836734693877551,482.77777777777777
1078-TDCRN,Female,1,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85,No,27.616666666666664,0-1 Year,10.25,0,2,15.375,3,10.25,1.0,27.616666666666664
3727-OVPRY,Male,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,1714.55,No,25.9780303030303,5-6 Years,0.3893939393939394,0,2,12.85,2,12.85,0.0303030303030303,857.275
3797-FKOGQ,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,893.2,No,81.2,0-1 Year,7.836363636363637,0,4,21.55,5,17.240000000000002,0.4545454545454545,178.64000000000001
7622-NXQZR,Male,0,No,No,28,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,810.85,No,28.958928571428572,2-4 Years,1.075,0,2,15.05,3,10.033333333333331,0.1071428571428571,270.28333333333336
6196-HBOBZ,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,6347.55,No,97.65461538461538,5-6 Years,1.5284615384615383,0,7,14.19285714285714,8,12.41875,0.123076923076923,793.44375
3970-XGJDU,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,No,18.123387096774195,5-6 Years,0.3096774193548387,0,1,19.2,1,19.2,0.0161290322580645,1123.65
7017-VFULY,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,No,21.575,0-1 Year,10.05,0,1,20.1,1,20.1,0.5,43.15
5562-YJQGT,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,35.1,No,17.55,0-1 Year,10.175,0,1,20.35,1,20.35,0.5,35.1
8807-OPMBM,Female,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,1388.0,No,25.236363636363638,4-5 Years,0.4663636363636363,0,2,12.825,2,12.825,0.0363636363636363,694.0
5439-WIKXB,Male,1,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,3851.45,No,93.93780487804878,2-4 Years,2.30609756097561,0,5,18.91,6,15.758333333333333,0.1463414634146341,641.9083333333333
9874-QLCLH,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,Yes,102.55882352941177,1-2 Years,6.129411764705883,1,7,14.885714285714286,8,13.025,0.4705882352941176,217.9375
8294-UIMBA,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,2638.1,No,87.93666666666667,2-4 Years,3.146666666666667,0,5,18.880000000000003,6,15.733333333333334,0.2,439.68333333333334
8109-YUOHE,Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,946.95,No,55.70294117647059,1-2 Years,3.3000000000000003,0,4,14.025,5,11.22,0.2941176470588235,189.39000000000001
