customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalChargesPerTenure,TenureGroup,MonthlyChargePerTenure,ChurnNumeric,ServiceCount,MonthlyChargePerService,TotalServiceCount,MonthlyChargePerTotalService,ServiceDensity
8627-EHGIP,Male,0,No,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,53.95,2375.4,Yes,53.98636363636364,2-4 Years,1.2261363636363638,1,5,10.790000000000001,6,8.991666666666667,0.13636363636363635
7402-PWYJJ,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,91.15,4862.5,No,91.74528301886792,4-5 Years,1.719811320754717,0,5,18.23,6,15.191666666666668,0.11320754716981132
5480-TBGPH,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,2431.35,Yes,101.30625,1-2 Years,4.1375,1,6,16.55,7,14.185714285714285,0.2916666666666667
0018-NYROU,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,351.5,No,70.3,0-1 Year,13.79,0,2,34.475,3,22.983333333333334,0.6
7501-VTYLJ,Female,0,No,Yes,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,51.55,106.2,No,53.1,0-1 Year,25.775,0,3,17.183333333333334,4,12.8875,2.0
7608-RGIRO,Male,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.4,1413.0,No,22.79032258064516,5-6 Years,0.3935483870967741,0,2,12.2,2,12.2,0.03225806451612903
0480-BIXDE,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,1743.05,No,91.73947368421052,1-2 Years,5.094736842105263,0,5,19.36,6,16.133333333333333,0.3157894736842105
5895-QSXOD,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.05,657.5,No,73.05555555555556,0-1 Year,7.783333333333333,0,2,35.025,3,23.349999999999998,0.3333333333333333
9814-AOUDH,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1050.5,No,19.82075471698113,4-5 Years,0.3679245283018867,0,1,19.5,1,19.5,0.018867924528301886
6175-IRFIT,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.75,426.35,No,85.27000000000001,0-1 Year,15.75,0,3,26.25,4,19.6875,0.8
8760-ZRHKE,Female,1,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,69.2,4982.5,No,70.17605633802818,5-6 Years,0.9746478873239436,0,6,11.533333333333333,7,9.885714285714286,0.09859154929577464
1622-HSHSF,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,19.55,No,19.55,0-1 Year,19.55,0,1,19.55,1,19.55,1.0
8854-CCVSQ,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.65,1451.9,Yes,80.66111111111111,1-2 Years,4.480555555555556,1,4,20.1625,5,16.130000000000003,0.2777777777777778
6749-UTDVX,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.65,7634.8,No,106.03888888888888,5-6 Years,1.4395833333333334,0,7,14.807142857142859,8,12.95625,0.1111111111111111
5542-DHSXL,Female,0,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.7,235.05,No,58.7625,0-1 Year,13.675,0,4,13.675,5,10.940000000000001,1.25
9102-OXKFY,Male,0,No,No,59,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),54.15,3116.15,No,52.81610169491525,4-5 Years,0.9177966101694915,0,4,13.5375,5,10.83,0.0847457627118644
0511-JTEOY,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,Yes,71.1,0-1 Year,71.1,1,2,35.55,3,23.7,3.0
5216-WASFJ,Female,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.85,2633.4,No,84.9483870967742,2-4 Years,2.737096774193548,0,4,21.2125,5,16.97,0.16129032258064516
7808-DVWEP,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,49.65,No,16.55,0-1 Year,6.666666666666667,0,1,20.0,1,20.0,0.3333333333333333
7067-KSAZT,Female,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.25,6979.8,Yes,107.38153846153848,5-6 Years,1.6346153846153846,1,7,15.178571428571429,8,13.28125,0.12307692307692308
2284-VFLKH,Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.25,4920.8,No,100.42448979591838,4-5 Years,2.0255102040816326,0,6,16.541666666666668,7,14.178571428571429,0.14285714285714285
0366-NQSHS,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,46.35,No,23.175,0-1 Year,9.675,0,1,19.35,1,19.35,0.5
6532-YLWSI,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.8,1021.8,Yes,19.279245283018867,4-5 Years,0.3924528301886792,1,1,20.8,1,20.8,0.018867924528301886
3807-BPOMJ,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,94.75,5276.1,No,95.92909090909092,4-5 Years,1.7227272727272729,0,5,18.95,6,15.791666666666666,0.10909090909090909
3892-NXAZG,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8289.2,No,115.1277777777778,5-6 Years,1.5840277777777778,0,9,12.672222222222222,10,11.405,0.1388888888888889
4948-WBBKL,Female,1,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2659.45,No,73.8736111111111,2-4 Years,2.080555555555556,0,3,24.96666666666667,4,18.725,0.1111111111111111
4182-BGSIQ,Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.8,196.75,No,19.675,0-1 Year,1.98,0,1,19.8,1,19.8,0.1
9300-AGZNL,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,94.0,Yes,94.0,0-1 Year,94.0,1,5,18.8,6,15.666666666666666,6.0
0988-AADSA,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.85,5824.75,No,80.89930555555556,5-6 Years,1.1229166666666666,0,8,10.10625,9,8.983333333333333,0.125
9972-NKTFD,Female,0,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,No,54.19642857142857,2-4 Years,1.9517857142857145,0,4,13.6625,5,10.93,0.17857142857142858
3717-LNXKW,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),91.7,3479.05,No,91.55394736842106,2-4 Years,2.4131578947368424,0,5,18.34,6,15.283333333333333,0.15789473684210525
5734-EJKXG,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,118.6,7365.7,No,120.74918032786886,5-6 Years,1.944262295081967,0,9,13.177777777777777,10,11.86,0.16393442622950818
2207-RYYRL,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1331.05,No,25.597115384615385,4-5 Years,0.4721153846153846,0,2,12.275,2,12.275,0.038461538461538464
6729-FZWSY,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.45,1195.95,No,17.85,5-6 Years,0.2902985074626865,0,1,19.45,1,19.45,0.014925373134328358
9695-IDRZR,Female,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.15,3946.9,No,116.08529411764708,2-4 Years,3.416176470588236,0,9,12.905555555555557,10,11.615,0.29411764705882354
8144-DGHXP,Female,0,No,No,54,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,80.6,4299.95,No,79.6287037037037,4-5 Years,1.4925925925925925,0,7,11.514285714285714,8,10.075,0.14814814814814814
7814-LEEVE,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,20.3,No,20.3,0-1 Year,20.3,0,1,20.3,1,20.3,1.0
1112-CUNAO,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,Yes,94.99666666666668,1-2 Years,5.989999999999999,1,5,17.97,6,14.975,0.4
5175-AOBHI,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.0,193.6,Yes,48.4,0-1 Year,11.5,1,2,23.0,3,15.333333333333334,0.75
5174-RNGBH,Female,0,No,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,66.25,620.55,Yes,68.94999999999999,0-1 Year,7.361111111111111,1,5,13.25,6,11.041666666666666,0.6666666666666666
8631-WUXGY,Female,0,No,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4391.25,No,95.46195652173913,2-4 Years,2.1695652173913045,0,6,16.633333333333333,7,14.257142857142856,0.15217391304347827
7270-BDIOA,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.0,1993.8,Yes,90.62727272727273,1-2 Years,4.090909090909091,1,5,18.0,6,15.0,0.2727272727272727
9565-JSNFM,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,Yes,68.3578947368421,2-4 Years,1.8539473684210528,1,2,35.225,3,23.483333333333334,0.07894736842105263
5906-DVAPM,Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),75.0,4213.9,No,76.61636363636363,4-5 Years,1.3636363636363635,0,7,10.714285714285714,8,9.375,0.14545454545454545
6654-QGBZZ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,No,19.9,0-1 Year,19.9,0,1,19.9,1,19.9,1.0
8348-JLBUG,Male,1,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),80.3,5017.7,No,78.4015625,5-6 Years,1.2546875,0,4,20.075,5,16.06,0.078125
0607-DAAHE,Male,0,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1052.35,Yes,19.85566037735849,4-5 Years,0.3726415094339622,1,1,19.75,1,19.75,0.018867924528301886
5641-DMBFJ,Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.3,4916.4,No,84.7655172413793,4-5 Years,1.4534482758620688,0,8,10.5375,9,9.366666666666667,0.15517241379310345
9200-NLNPD,Male,0,Yes,No,56,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.05,2959.8,No,52.85357142857144,4-5 Years,0.9651785714285712,0,5,10.809999999999999,6,9.008333333333333,0.10714285714285714
2664-XJZNO,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.9,7559.55,No,104.99375,5-6 Years,1.4569444444444446,0,7,14.985714285714286,8,13.1125,0.1111111111111111
9732-KPKBW,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.95,53.95,Yes,53.95,0-1 Year,53.95,1,4,13.4875,5,10.790000000000001,5.0
3339-EAQNV,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),97.25,7133.1,No,99.07083333333334,5-6 Years,1.3506944444444444,0,6,16.208333333333332,7,13.892857142857142,0.09722222222222222
0921-OHLVP,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.05,1799.3,No,81.78636363636363,1-2 Years,3.775,0,4,20.7625,5,16.61,0.22727272727272727
3389-YGYAI,Female,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,829.55,Yes,103.69375,0-1 Year,13.1875,1,7,15.071428571428571,8,13.1875,1.0
9560-ARGQJ,Female,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,1312.15,Yes,82.009375,1-2 Years,5.0625,1,3,27.0,4,20.25,0.25
8350-NYMVI,Female,0,No,No,39,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.1,1597.05,No,40.95,2-4 Years,1.053846153846154,0,4,10.275,5,8.22,0.1282051282051282
1600-DILPE,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,524.35,No,43.69583333333333,0-1 Year,3.75,0,2,22.5,3,15.0,0.25
0536-ESJEP,Male,0,Yes,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.55,4191.45,No,77.61944444444444,4-5 Years,1.3805555555555555,0,6,12.424999999999999,7,10.65,0.12962962962962962
4654-GGUII,Female,0,No,No,18,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,40.2,711.95,No,39.55277777777778,1-2 Years,2.2333333333333334,0,4,10.05,5,8.040000000000001,0.2777777777777778
6478-HRRCZ,Male,0,Yes,No,32,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.5,2201.75,No,68.8046875,2-4 Years,2.203125,0,6,11.75,7,10.071428571428571,0.21875
8510-BBWMU,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,806.95,No,19.68170731707317,2-4 Years,0.4817073170731707,0,1,19.75,1,19.75,0.024390243902439025
6857-TKDJV,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.65,1620.45,No,24.18582089552239,5-6 Years,0.367910447761194,0,2,12.325,2,12.325,0.029850746268656716
2360-RDGRO,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,6812.95,No,104.81461538461538,5-6 Years,1.603846153846154,0,7,14.892857142857142,8,13.03125,0.12307692307692308
0584-BJQGZ,Female,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.35,1837.9,No,73.516,2-4 Years,3.134,0,8,9.79375,9,8.705555555555556,0.36
5134-IKDAY,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,Yes,69.8,0-1 Year,69.8,1,2,34.9,3,23.266666666666666,3.0
1360-XFJMR,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,No,109.6186567164179,5-6 Years,1.637313432835821,0,8,13.7125,9,12.18888888888889,0.13432835820895522
3070-DVEYC,Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,73.75,545.15,Yes,77.87857142857142,0-1 Year,10.535714285714286,1,3,24.583333333333332,4,18.4375,0.5714285714285714
5730-RIITO,Female,1,No,No,43,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.45,1500.25,No,34.88953488372093,2-4 Years,0.7779069767441861,0,3,11.15,4,8.3625,0.09302325581395349
9058-MJLZC,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,2283.15,No,95.13125,1-2 Years,3.9416666666666655,0,5,18.919999999999998,6,15.766666666666666,0.25
5707-ORNDZ,Male,1,No,No,9,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.55,494.05,Yes,54.894444444444446,0-1 Year,6.061111111111111,1,4,13.6375,5,10.91,0.5555555555555556
0902-XKXPN,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,1376.5,No,19.94927536231884,5-6 Years,0.2927536231884058,0,1,20.2,1,20.2,0.014492753623188406
5177-RVZNU,Female,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.3,755.4,No,20.416216216216217,2-4 Years,0.5486486486486487,0,1,20.3,1,20.3,0.02702702702702703
0056-EPFBG,Male,0,Yes,Yes,20,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.4,825.4,No,41.27,1-2 Years,1.97,0,4,9.85,5,7.88,0.25
8993-IZEUX,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.15,488.65,No,69.80714285714285,0-1 Year,9.87857142857143,0,2,34.575,3,23.05,0.42857142857142855
8696-JKZNU,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,2841.55,Yes,76.79864864864865,2-4 Years,2.060810810810811,1,3,25.416666666666668,4,19.0625,0.10810810810810811
5380-AFSSK,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.9,486.85,Yes,97.37,0-1 Year,18.78,1,5,18.78,6,15.65,1.2
8190-ZTQFB,Male,0,No,No,41,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,51.35,2075.1,No,50.61219512195122,2-4 Years,1.252439024390244,0,4,12.8375,5,10.27,0.12195121951219512
0931-MHTEM,Female,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,5299.65,No,98.14166666666668,4-5 Years,1.8527777777777776,0,6,16.675,7,14.292857142857143,0.12962962962962962
2055-PDADH,Female,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.4,204.7,Yes,68.23333333333333,0-1 Year,23.46666666666667,1,2,35.2,3,23.46666666666667,1.0
7515-LODFU,Male,1,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1356.3,No,19.656521739130437,5-6 Years,0.2942028985507246,0,1,20.3,1,20.3,0.014492753623188406
0440-UEDAI,Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),94.45,5042.75,No,95.14622641509432,4-5 Years,1.782075471698113,0,6,15.741666666666667,7,13.492857142857144,0.1320754716981132
1337-BOZWO,Male,0,Yes,Yes,18,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),46.4,812.4,No,45.13333333333333,1-2 Years,2.577777777777777,0,4,11.6,5,9.28,0.2777777777777778
0868-VJRDR,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,No,103.21171875,5-6 Years,1.62578125,0,7,14.864285714285714,8,13.00625,0.125
8714-EUHJO,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,Yes,96.62741935483872,2-4 Years,2.9403225806451614,1,5,18.23,6,15.191666666666668,0.1935483870967742
6344-SFJVH,Female,0,No,No,20,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),24.9,505.95,No,25.2975,1-2 Years,1.245,0,1,24.9,2,12.45,0.1
3950-VPYJB,Male,0,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,59.6,3509.4,No,61.56842105263158,4-5 Years,1.0456140350877192,0,5,11.92,6,9.933333333333334,0.10526315789473684
8041-TMEID,Male,1,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),108.5,6991.9,No,110.98253968253968,5-6 Years,1.7222222222222223,0,8,13.5625,9,12.055555555555555,0.14285714285714285
7321-ZNSLA,Male,0,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,40.55,590.35,No,45.41153846153846,1-2 Years,3.119230769230769,0,4,10.1375,5,8.11,0.38461538461538464
6941-KXRRV,Female,1,Yes,No,48,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),58.95,2789.7,No,58.11875,2-4 Years,1.228125,0,4,14.7375,5,11.790000000000001,0.10416666666666667
3721-CNEYS,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95,137.95,Yes,68.975,0-1 Year,35.475,1,2,35.475,3,23.650000000000002,1.5
8727-JQFHV,Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1123.15,No,19.704385964912284,4-5 Years,0.3640350877192982,0,1,20.75,1,20.75,0.017543859649122806
9475-NNDGC,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.15,7953.25,No,112.01760563380282,5-6 Years,1.593661971830986,0,8,14.14375,9,12.572222222222223,0.1267605633802817
1355-KUSBG,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.8,349.8,No,49.971428571428575,0-1 Year,6.971428571428571,0,3,16.266666666666666,4,12.2,0.5714285714285714
3688-FTHLT,Female,0,No,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.05,1067.05,No,66.690625,1-2 Years,3.940625,0,4,15.7625,5,12.61,0.3125
0899-LIIBW,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,3527.3,No,103.74411764705884,2-4 Years,2.966176470588235,0,6,16.808333333333334,7,14.407142857142857,0.20588235294117646
2568-OIADY,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,3762.0,Yes,101.67567567567568,2-4 Years,2.689189189189189,1,6,16.583333333333332,7,14.214285714285714,0.1891891891891892
1384-RCUXW,Male,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.55,1248.9,No,78.05625,1-2 Years,5.034375,0,4,20.1375,5,16.11,0.3125
5825-XJOCM,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,No,63.23645833333333,2-4 Years,1.3416666666666668,0,6,10.733333333333334,7,9.200000000000001,0.14583333333333334
6848-YLDFR,Male,0,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,No,74.15172413793104,4-5 Years,1.2965517241379312,0,6,12.533333333333333,7,10.742857142857144,0.1206896551724138
8125-QPFJD,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.9,6065.3,No,84.24027777777778,5-6 Years,1.1791666666666667,0,8,10.6125,9,9.433333333333334,0.125
2320-YKQBO,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,144.95,No,20.707142857142856,0-1 Year,2.757142857142857,0,1,19.3,1,19.3,0.14285714285714285
1193-RTSLK,Female,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.9,3233.6,Yes,85.09473684210526,2-4 Years,2.2078947368421056,1,5,16.78,6,13.983333333333334,0.15789473684210525
2302-ANTDP,Female,1,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.45,5438.9,Yes,113.31041666666664,2-4 Years,2.446875,1,9,13.05,10,11.745000000000001,0.20833333333333334
5923-GXUOC,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,1081.45,Yes,108.145,0-1 Year,10.44,1,7,14.914285714285715,8,13.05,0.8
4973-RLZVI,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.65,2308.6,No,76.95333333333333,2-4 Years,2.4883333333333337,0,7,10.664285714285715,8,9.33125,0.26666666666666666
7869-ZYDST,Male,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.05,1882.8,No,60.73548387096774,2-4 Years,1.9048387096774195,0,4,14.7625,5,11.809999999999999,0.16129032258064516
4501-UYKBC,Female,1,No,No,46,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),69.1,3255.35,No,70.76847826086956,2-4 Years,1.502173913043478,0,6,11.516666666666666,7,9.87142857142857,0.15217391304347827
1215-EXRMO,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1067.65,No,21.353,4-5 Years,0.411,0,1,20.55,1,20.55,0.02
